"set" "map" "mkr" "phys" "gen"
"Hordeum vulgare" "chr7H" "12_30780" 27774258 24.81
"Hordeum vulgare" "chr7H" "11_20162" 28277359 26.14
"Hordeum vulgare" "chr7H" "11_10451" 31498286 27.09
"Hordeum vulgare" "chr7H" "12_30702" 31609984 27.09
"Hordeum vulgare" "chr7H" "12_30141" 31632723 29.05
"Hordeum vulgare" "chr7H" "11_10956" 31866691 27.69
"Hordeum vulgare" "chr7H" "12_30219" 32279583 29.05
"Hordeum vulgare" "chr7H" "11_10232" 32697468 29.05
"Hordeum vulgare" "chr7H" "11_20192" 32710158 29.7
"Hordeum vulgare" "chr7H" "11_20993" 34310443 29.7
"Hordeum vulgare" "chr7H" "12_30083" 39789794 29.7
"Hordeum vulgare" "chr7H" "11_20126" 41778943 31.35
"Hordeum vulgare" "chr7H" "12_30895" 42285197 31.35
"Hordeum vulgare" "chr7H" "12_30894" 42285311 31.35
"Hordeum vulgare" "chr7H" "12_30893" 42285518 31.35
"Hordeum vulgare" "chr7H" "12_10218" 42640729 32.13
"Hordeum vulgare" "chr7H" "11_10838" 43187693 32.01
"Hordeum vulgare" "chr7H" "11_10056" 44060794 33.49
"Hordeum vulgare" "chr7H" "12_31305" 46439190 34.15
"Hordeum vulgare" "chr7H" "11_10576" 47593713 35.36
"Hordeum vulgare" "chr7H" "12_30065" 48516538 36.26
"Hordeum vulgare" "chr7H" "11_10327" 48744378 36.26
"Hordeum vulgare" "chr7H" "12_10979" 49048565 36.92
"Hordeum vulgare" "chr7H" "12_30143" 49221157 38.57
"Hordeum vulgare" "chr7H" "12_10368" 49964856 38.57
"Hordeum vulgare" "chr7H" "11_21528" 50303663 38.99
"Hordeum vulgare" "chr7H" "12_11339" 52878547 40.48
"Hordeum vulgare" "chr7H" "11_20357" 54114282 48.06
"Hordeum vulgare" "chr7H" "11_21326" 54337697 42.26
"Hordeum vulgare" "chr7H" "12_30545" 58032500 46.44
"Hordeum vulgare" "chr7H" "12_30752" 58592420 46.44
"Hordeum vulgare" "chr7H" "12_20031" 58843848 48.06
"Hordeum vulgare" "chr7H" "11_10772" 58992263 47.1
"Hordeum vulgare" "chr7H" "12_10696" 61640902 48.06
"Hordeum vulgare" "chr7H" "11_20113" 61727687 49.61
"Hordeum vulgare" "chr7H" "11_20790" 62047711 49.82
"Hordeum vulgare" "chr7H" "11_10726" 62770745 51.23
"Hordeum vulgare" "chr7H" "12_30290" 62782303 50.49
"Hordeum vulgare" "chr7H" "12_30181" 64947083 51.23
"Hordeum vulgare" "chr7H" "12_10959" 65093902 52.52
"Hordeum vulgare" "chr7H" "12_30576" 65261089 52.52
"Hordeum vulgare" "chr7H" "12_30880" 66482129 54.99
"Hordeum vulgare" "chr7H" "11_10346" 68459436 55.64
"Hordeum vulgare" "chr7H" "11_10721" 73291109 56.25
"Hordeum vulgare" "chr7H" "11_10050" 76039415 57.57
"Hordeum vulgare" "chr7H" "12_10605" 78824844 58.53
"Hordeum vulgare" "chr7H" "12_31463" 79304296 61.67
"Hordeum vulgare" "chr7H" "11_20975" 81912546 62.43
"Hordeum vulgare" "chr7H" "12_30639" 82006966 62.43
"Hordeum vulgare" "chr7H" "11_21270" 82293028 62.64
"Hordeum vulgare" "chr7H" "12_30149" 85031646 57.57
"Hordeum vulgare" "chr7H" "12_10267" 85049363 61.67
"Hordeum vulgare" "chr7H" "11_11348" 90255326 64.98
"Hordeum vulgare" "chr7H" "12_31441" 90271515 64.98
"Hordeum vulgare" "chr7H" "11_20671" 92285677 64.98
"Hordeum vulgare" "chr7H" "11_11098" 94619912 64.98
"Hordeum vulgare" "chr7H" "12_11242" 99363367 64.84
"Hordeum vulgare" "chr7H" "12_11525" 100751967 61.67
"Hordeum vulgare" "chr7H" "11_11028" 104530741 65.98
"Hordeum vulgare" "chr7H" "11_20060" 104750114 65.98
"Hordeum vulgare" "chr7H" "11_10153" 105519033 79.08
"Hordeum vulgare" "chr7H" "11_10431" 105676742 67.02
"Hordeum vulgare" "chr7H" "11_20195" 106169529 67.02
"Hordeum vulgare" "chr7H" "12_30496" 111423208 79.08
"Hordeum vulgare" "chr7H" "12_30125" 119777475 67.56
"Hordeum vulgare" "chr7H" "11_10299" 120315452 72.18
"Hordeum vulgare" "chr7H" "12_30997" 125136480 68.89
"Hordeum vulgare" "chr7H" "12_30832" 130172317 79.08
"Hordeum vulgare" "chr7H" "12_31452" 136001771 69.55
"Hordeum vulgare" "chr7H" "12_11202" 141744082 70.21
"Hordeum vulgare" "chr7H" "11_11122" 142689293 79.79
"Hordeum vulgare" "chr7H" "11_20827" 143989209 79.08
"Hordeum vulgare" "chr7H" "12_11103" 146162280 70.21
"Hordeum vulgare" "chr7H" "12_11045" 153463079 72.18
"Hordeum vulgare" "chr7H" "11_10983" 160630477 73.54
"Hordeum vulgare" "chr7H" "12_21167" 166455938 75.52
"Hordeum vulgare" "chr7H" "11_20885" 168327053 75.52
"Hordeum vulgare" "chr7H" "12_31120" 168991370 75.52
"Hordeum vulgare" "chr7H" "12_30344" 172307219 77.02
"Hordeum vulgare" "chr7H" "12_30595" 192266334 80.3
"Hordeum vulgare" "chr7H" "12_30581" 205255535 79.08
"Hordeum vulgare" "chr7H" "11_10256" 206102824 79.08
"Hordeum vulgare" "chr7H" "12_10655" 207509481 80.3
"Hordeum vulgare" "chr7H" "11_10083" 209774565 79.08
"Hordeum vulgare" "chr7H" "11_20879" 212009611 81.78
"Hordeum vulgare" "chr7H" "12_10698" 215025578 81.78
"Hordeum vulgare" "chr7H" "12_10268" 215586199 81.78
"Hordeum vulgare" "chr7H" "12_30481" 216579219 81.78
"Hordeum vulgare" "chr7H" "12_30760" 217064280 81.78
"Hordeum vulgare" "chr7H" "12_30794" 219246657 81.78
"Hordeum vulgare" "chr7H" "11_10924" 219254173 80.64
"Hordeum vulgare" "chr7H" "12_30053" 222767273 81.78
"Hordeum vulgare" "chr7H" "12_30486" 223611625 81.78
"Hordeum vulgare" "chr7H" "11_10394" 226683433 81.78
"Hordeum vulgare" "chr7H" "12_30544" 228634935 81.78
"Hordeum vulgare" "chr7H" "11_20893" 230692799 81.78
"Hordeum vulgare" "chr7H" "12_10222" 238654331 81.78
"Hordeum vulgare" "chr7H" "11_10209" 247504229 81.78
"Hordeum vulgare" "chr7H" "12_11477" 248325695 81.78
"Hordeum vulgare" "chr7H" "12_30411" 248789276 81.78
"Hordeum vulgare" "chr7H" "12_30492" 251576599 81.78
"Hordeum vulgare" "chr7H" "12_31227" 252497229 81.78
"Hordeum vulgare" "chr7H" "11_20828" 257447745 81.78
"Hordeum vulgare" "chr7H" "11_20314" 260924072 81.78
"Hordeum vulgare" "chr7H" "12_30550" 272176784 81.78
"Hordeum vulgare" "chr7H" "12_30445" 302559948 81.78
"Hordeum vulgare" "chr7H" "12_10459" 303373977 81.78
"Hordeum vulgare" "chr7H" "12_30563" 308105160 81.78
"Hordeum vulgare" "chr7H" "12_31000" 318207795 81.78
"Hordeum vulgare" "chr7H" "11_20911" 321232509 81.78
"Hordeum vulgare" "chr7H" "11_10370" 336830176 81.78
"Hordeum vulgare" "chr7H" "11_10055" 339169452 81.78
"Hordeum vulgare" "chr7H" "11_21302" 340025104 81.78
"Hordeum vulgare" "chr7H" "11_20200" 342302300 81.78
"Hordeum vulgare" "chr7H" "12_30389" 342308564 81.78
"Hordeum vulgare" "chr7H" "12_30621" 350203603 81.78
"Hordeum vulgare" "chr7H" "12_10713" 351891826 81.78
"Hordeum vulgare" "chr7H" "12_30835" 351891992 81.78
"Hordeum vulgare" "chr7H" "12_31418" 356279912 81.78
"Hordeum vulgare" "chr7H" "12_30004" 362265207 81.78
"Hordeum vulgare" "chr7H" "12_11536" 370546990 81.78
"Hordeum vulgare" "chr7H" "12_30600" 390708095 81.78
"Hordeum vulgare" "chr7H" "12_31345" 394290716 81.78
"Hordeum vulgare" "chr7H" "11_11145" 398303827 81.78
"Hordeum vulgare" "chr7H" "12_31140" 399782542 81.78
"Hordeum vulgare" "chr7H" "11_10773" 400978516 81.78
"Hordeum vulgare" "chr7H" "11_11291" 401294488 81.78
"Hordeum vulgare" "chr7H" "11_11352" 402634695 81.78
"Hordeum vulgare" "chr7H" "12_30449" 404085231 81.78
"Hordeum vulgare" "chr7H" "11_10073" 406962380 81.78
"Hordeum vulgare" "chr7H" "11_10115" 409877714 81.78
"Hordeum vulgare" "chr7H" "11_21335" 412104320 81.78
"Hordeum vulgare" "chr7H" "11_10700" 415052764 80.3
"Hordeum vulgare" "chr7H" "12_21319" 416076510 82.41
"Hordeum vulgare" "chr7H" "12_11146" 416614348 81.78
"Hordeum vulgare" "chr7H" "12_30475" 417101205 82.41
"Hordeum vulgare" "chr7H" "12_30574" 421560756 82.41
"Hordeum vulgare" "chr7H" "11_21178" 426115304 81.78
"Hordeum vulgare" "chr7H" "11_11219" 426750884 82.2
"Hordeum vulgare" "chr7H" "11_20460" 427130990 82.2
"Hordeum vulgare" "chr7H" "12_10581" 430230692 82.41
"Hordeum vulgare" "chr7H" "11_10534" 434121202 82.41
"Hordeum vulgare" "chr7H" "12_30589" 434396272 81.78
"Hordeum vulgare" "chr7H" "12_31211" 436905002 83.42
"Hordeum vulgare" "chr7H" "12_10369" 441900247 83.42
"Hordeum vulgare" "chr7H" "12_30645" 444878302 84.3
"Hordeum vulgare" "chr7H" "12_30213" 445207235 83.42
"Hordeum vulgare" "chr7H" "12_11377" 447939909 84.3
"Hordeum vulgare" "chr7H" "11_21300" 448122647 83.42
"Hordeum vulgare" "chr7H" "12_30565" 465277110 83.42
"Hordeum vulgare" "chr7H" "11_11461" 466980849 83.42
"Hordeum vulgare" "chr7H" "12_30506" 470596795 83.42
"Hordeum vulgare" "chr7H" "12_10982" 471342472 83.42
"Hordeum vulgare" "chr7H" "12_10125" 472382728 83.42
"Hordeum vulgare" "chr7H" "11_20205" 472383512 83.42
"Hordeum vulgare" "chr7H" "11_10069" 474991708 83.42
"Hordeum vulgare" "chr7H" "11_10673" 479105320 84.3
"Hordeum vulgare" "chr7H" "11_21079" 479869469 84.3
"Hordeum vulgare" "chr7H" "12_11499" 481367664 85.28
"Hordeum vulgare" "chr7H" "11_11239" 484010542 85.28
"Hordeum vulgare" "chr7H" "12_21520" 487310966 85.28
"Hordeum vulgare" "chr7H" "11_11445" 487311135 85.28
"Hordeum vulgare" "chr7H" "11_10442" 488294624 85.28
"Hordeum vulgare" "chr7H" "12_11529" 489660650 85.28
"Hordeum vulgare" "chr7H" "11_20880" 491185612 85.28
"Hordeum vulgare" "chr7H" "12_11055" 497110673 85.28
"Hordeum vulgare" "chr7H" "11_20349" 497789491 86.84
"Hordeum vulgare" "chr7H" "12_31137" 501964960 88.06
"Hordeum vulgare" "chr7H" "11_20896" 502228773 88.06
"Hordeum vulgare" "chr7H" "11_21330" 502714648 88.06
"Hordeum vulgare" "chr7H" "12_30199" 502794007 88.06
"Hordeum vulgare" "chr7H" "12_31199" 504321457 88.06
"Hordeum vulgare" "chr7H" "11_20042" 505118493 88.06
"Hordeum vulgare" "chr7H" "11_20230" 505610593 88.06
"Hordeum vulgare" "chr7H" "11_20771" 506046181 89.12
"Hordeum vulgare" "chr7H" "11_21409" 511021404 89.12
"Hordeum vulgare" "chr7H" "11_10303" 512186509 89.78
"Hordeum vulgare" "chr7H" "11_20083" 516875040 89.78
"Hordeum vulgare" "chr7H" "11_10143" 517489320 91.12
"Hordeum vulgare" "chr7H" "11_20485" 519071691 91.67
"Hordeum vulgare" "chr7H" "12_30419" 519923716 91.67
"Hordeum vulgare" "chr7H" "12_20685" 528638154 94.34
"Hordeum vulgare" "chr7H" "12_11437" 532604034 94.34
"Hordeum vulgare" "chr7H" "12_30996" 532780193 94.34
"Hordeum vulgare" "chr7H" "12_30301" 534738588 94.34
"Hordeum vulgare" "chr7H" "12_30026" 538824905 94.34
"Hordeum vulgare" "chr7H" "11_11343" 550238392 96.18
"Hordeum vulgare" "chr7H" "11_21448" 553496309 98.95
"Hordeum vulgare" "chr7H" "12_30806" 555365076 99.94
"Hordeum vulgare" "chr7H" "12_31395" 555475087 99.94
"Hordeum vulgare" "chr7H" "11_21201" 557504985 98.95
"Hordeum vulgare" "chr7H" "12_11044" 560252503 97.65
"Hordeum vulgare" "chr7H" "11_10301" 566570032 101.52
"Hordeum vulgare" "chr7H" "12_31188" 566675895 102.23
"Hordeum vulgare" "chr7H" "11_20808" 567399649 102.97
"Hordeum vulgare" "chr7H" "12_30335" 567402827 102.97
"Hordeum vulgare" "chr7H" "11_20103" 568925661 104.32
"Hordeum vulgare" "chr7H" "12_20611" 568934688 104.32
"Hordeum vulgare" "chr7H" "12_30630" 569007333 105.73
"Hordeum vulgare" "chr7H" "12_31440" 569292144 105.07
"Hordeum vulgare" "chr7H" "12_31294" 569963917 105.73
"Hordeum vulgare" "chr7H" "12_11051" 570673862 105.73
"Hordeum vulgare" "chr7H" "12_21464" 572463055 106.8
"Hordeum vulgare" "chr7H" "11_10169" 572757701 106.8
"Hordeum vulgare" "chr7H" "12_31261" 573799504 108.78
"Hordeum vulgare" "chr7H" "11_20824" 578444675 109.44
"Hordeum vulgare" "chr7H" "12_10362" 578701600 110.11
"Hordeum vulgare" "chr7H" "12_20406" 578702543 110.11
"Hordeum vulgare" "chr7H" "12_20684" 579202725 109.99
"Hordeum vulgare" "chr7H" "11_20092" 581300561 111.15
"Hordeum vulgare" "chr7H" "11_10853" 581502826 111.15
"Hordeum vulgare" "chr7H" "11_20385" 581504877 111.15
"Hordeum vulgare" "chr7H" "12_10652" 584076009 112.99
"Hordeum vulgare" "chr7H" "12_30362" 584602733 114.96
"Hordeum vulgare" "chr7H" "12_21208" 587461578 116.28
"Hordeum vulgare" "chr7H" "12_30164" 590191962 118.44
"Hordeum vulgare" "chr7H" "12_30797" 590846816 116.94
"Hordeum vulgare" "chr7H" "12_11184" 593250799 118.44
"Hordeum vulgare" "chr7H" "12_30368" 593557682 118.52
"Hordeum vulgare" "chr7H" "11_11243" 596654688 121.36
"Hordeum vulgare" "chr7H" "12_31232" 596672862 121.36
"Hordeum vulgare" "chr7H" "12_20217" 596874883 120.52
"Hordeum vulgare" "chr7H" "12_31374" 598620990 126.83
"Hordeum vulgare" "chr7H" "12_31535" 599166592 124.5
"Hordeum vulgare" "chr7H" "11_20354" 599213808 125.16
"Hordeum vulgare" "chr7H" "12_10543" 599450012 121.36
"Hordeum vulgare" "chr7H" "11_21229" 601276050 128.72
"Hordeum vulgare" "chr7H" "11_10182" 601777529 129.32
"Hordeum vulgare" "chr7H" "12_20832" 601839478 129.97
"Hordeum vulgare" "chr7H" "11_21209" 602403543 130.64
"Hordeum vulgare" "chr7H" "11_21104" 604967864 134.1
"Hordeum vulgare" "chr7H" "11_10861" 605956610 134.1
"Hordeum vulgare" "chr7H" "11_21160" 607337690 137.31
"Hordeum vulgare" "chr7H" "11_10797" 608069227 135.86
"Hordeum vulgare" "chr7H" "12_30380" 608355398 136.56
"Hordeum vulgare" "chr7H" "12_10973" 609302449 137.31
"Hordeum vulgare" "chr7H" "11_10078" 609397341 137.31
"Hordeum vulgare" "chr7H" "12_31282" 611698070 138.83
"Hordeum vulgare" "chr7H" "11_10885" 611876022 138.83
"Hordeum vulgare" "chr7H" "11_10454" 613063150 139.9
"Hordeum vulgare" "chr7H" "11_20847" 613074593 139.46
"Hordeum vulgare" "chr7H" "11_10687" 613154759 139.9
"Hordeum vulgare" "chr7H" "11_20139" 614524257 141.15
"Hordeum vulgare" "chr7H" "12_30761" 614526650 141.15
"Hordeum vulgare" "chr7H" "11_21280" 614856118 141.15
"Hordeum vulgare" "chr7H" "12_31325" 615321459 142.46
"Hordeum vulgare" "chr7H" "11_10550" 615331188 142.46
"Hordeum vulgare" "chr7H" "11_20691" 615347917 143.13
"Hordeum vulgare" "chr7H" "11_21223" 615356632 144.96
"Hordeum vulgare" "chr7H" "12_10677" 615403703 142.46
"Hordeum vulgare" "chr7H" "12_31166" 615545045 145.6
"Hordeum vulgare" "chr7H" "11_10843" 615618641 145.6
"Hordeum vulgare" "chr7H" "11_21363" 615732112 145.6
"Hordeum vulgare" "chr7H" "11_11440" 615909191 146.27
"Hordeum vulgare" "chr7H" "12_30593" 616121637 146.93
"Hordeum vulgare" "chr7H" "11_20414" 616217802 147.58
"Hordeum vulgare" "chr7H" "12_20640" 616780961 148.28
"Hordeum vulgare" "chr7H" "12_20241" 617462369 142.46
"Hordeum vulgare" "chr7H" "12_20949" 617463740 142.46
"Hordeum vulgare" "chr7H" "12_20207" 617822968 86.01
"Hordeum vulgare" "chr7H" "11_10130" 617823144 149.31
"Hordeum vulgare" "chr7H" "11_10896" 618542327 150.44
"Hordeum vulgare" "chr7H" "12_11309" 618844131 151.1
"Hordeum vulgare" "chr7H" "12_21328" 618923933 151.76
"Hordeum vulgare" "chr7H" "11_11275" 619423131 151.76
"Hordeum vulgare" "chr7H" "11_20962" 620106827 152.41
"Hordeum vulgare" "chr7H" "11_20117" 621582341 156.13
"Hordeum vulgare" "chr7H" "12_20079" 621682325 156.13
"Hordeum vulgare" "chr7H" "12_10888" 622058707 157.85
"Hordeum vulgare" "chr7H" "11_20504" 622608175 158.84
"Hordeum vulgare" "chr7H" "11_20586" 623037274 157.44
"Hordeum vulgare" "chr7H" "12_30974" 623171489 157.44
"Hordeum vulgare" "chr7H" "11_10999" 623512083 157.44
"Hordeum vulgare" "chr7H" "11_10547" 624170809 160.97
"Hordeum vulgare" "chr7H" "12_30826" 627741177 162.03
"Hordeum vulgare" "chr7H" "11_20365" 627934703 162.24
"Hordeum vulgare" "chr7H" "11_20170" 628334292 162.45
